Family	Latin	Author	ValidLatin	Scope
Lauraceae	Nectandra panamensis	Mez	Nectandra turbacensis	everywhere
Lauraceae	Nectandra paulii	C.K. Allen	Nectandra cissiflora	everywhere
Lauraceae	Nectandra purpurascens	NA	Damburneya umbrosa	everywhere
Lauraceae	Nectandra purpurea	(Ruiz & Pav.) Mez	Damburneya purpurea	everywhere
Lauraceae	Nectandra ramonensis	Standl.	Nectandra ramonensis	
Lauraceae	Nectandra reticulata	(Ruiz & Pav.) Mez	Nectandra reticulata	
Lauraceae	Nectandra salicina	C.K. Allen	Damburneya salicina	everywhere
Lauraceae	Nectandra savannarum	NA	Damburneya umbrosa	everywhere
Lauraceae	Nectandra skutchii	C.K. Allen	Nectandra membranacea	everywhere
Lauraceae	Nectandra standleyi	C.K. Allen	Nectandra membranacea	everywhere
Lauraceae	Nectandra turbacensis	(Kunth) Nees	Nectandra turbacensis	
Lauraceae	Nectandra umbrosa	(Kunth) Mez	Damburneya umbrosa	everywhere
Lauraceae	Nectandra whitei	(Woodson) C.K. Allen	Ocotea whitei	everywhere
Nyctaginaceae	Neea amplexicaulis	Dwyer & M.V. Hayden	Neea amplexicaulis	
Nyctaginaceae	Neea amplifolia	Donn. Sm.	Neea amplifolia	
Nyctaginaceae	Neea darienensis	Dwyer & M.V. Hayden	Neea darienensis	
Nyctaginaceae	Neea delicatula	Standl.	Neea delicatula	
Nyctaginaceae	Neea elegans	P.H. Allen	Neea elegans	
Nyctaginaceae	Neea laetevirens	Standl.	Neea laetevirens	
Nyctaginaceae	Neea psychotrioides	Donn. Sm.	Neea psychotrioides	
Nyctaginaceae	Neea urophylla	Standl.	Neea urophylla	
Asteraceae	Neomirandea burgeri	R.M. King & H. Rob.	Neomirandea burgeri	
Asteraceae	Neomirandea folsomiana	M.O. Dillon & D'Arcy	Neomirandea folsomiana	
Asteraceae	Neomirandea homogama	(Hieron.) H. Rob. & Brettell	Neomirandea homogama	
Asteraceae	Neomirandea standleyi	(B.L. Rob.) R.M. King & H. Rob.	Neomirandea standleyi	
Salicaceae	Neosprucea grandiflora	(Spruce ex Benth.) Sleumer	Neosprucea wilburiana	Panama only
Salicaceae	Neosprucea wilburiana	M.H. Alford	Neosprucea wilburiana	
Sapotaceae	Neoxythece dura	(Eyma) Aubrév. & Pellegr.	Pouteria cuspidata	everywhere
Asteraceae	Neurolaena lobata	(L.) Cass.	Neurolaena lobata	
Picramniaceae	Nothotalisia cancellata	W.W. Thomas	Nothotalisia cancellata	
Picramniaceae	Nothotalisia peruviana	(Standl.) W.W. Thomas	Nothotalisia peruviana	
Nyssaceae	Nyssa talamancana	Hammel & N. Zamora	Nyssa talamancana	
Anacardiaceae	Ochoterenaea colombiana	F.A. Barkley	Ochoterenaea colombiana	
Malvaceae	Ochroma lagopus	Sw.	Ochroma pyramidale	everywhere
Malvaceae	Ochroma pyramidale	(Cav. ex Lam.) Urb.	Ochroma pyramidale	
Lauraceae	Ocotea adela	van der Werff	Ocotea adela	
Lauraceae	Ocotea arcuata	Rohwer	Ocotea arcuata	
Lauraceae	Ocotea atirrensis	Mez & Donn. Sm.	Ocotea atirrensis	
Lauraceae	Ocotea aurantiodora	(Ruiz & Pav.) Mez	Ocotea aurantiodora	
Lauraceae	Ocotea austinii	C.K. Allen	Ocotea austinii	
Lauraceae	Ocotea babosa	C.K. Allen	Ocotea macropoda	everywhere
Lauraceae	Ocotea brenesii	Standl.	Ocotea brenesii	
Lauraceae	Ocotea cernua	(Nees) Mez	Ocotea cernua	
Lauraceae	Ocotea cooperi	C.K. Allen	Rhodostemonodaphne kunthiana	everywhere
Lauraceae	Ocotea darcyi	van der Werff	Ocotea darcyi	
Lauraceae	Ocotea dendrodaphne	Mez	Ocotea dendrodaphne	
Lauraceae	Ocotea dentata	van der Werff	Ocotea dentata	
Lauraceae	Ocotea endresiana	Mez	Ocotea endresiana	
Lauraceae	Ocotea fendleri	(Meisn.) Rohwer	Ocotea fendleri	
Lauraceae	Ocotea floribunda	(Sw.) Mez	Ocotea floribunda	
Lauraceae	Ocotea glaucosericea	Rohwer	Ocotea glaucosericea	
Lauraceae	Ocotea gomezii	W.C. Burger	Ocotea gomezii	
Lauraceae	Ocotea gordonii	van der Werff	Ocotea gordonii	
Lauraceae	Ocotea guatemalensis	Lundell	Ocotea guatemalensis	
Lauraceae	Ocotea haberi	van der Werff	Ocotea haberi	
Lauraceae	Ocotea hartshorniana	Hammel	Ocotea hartshorniana	
Lauraceae	Ocotea helicterifolia	(Meisn.) Hemsl.	Ocotea macrophylla	everywhere
Lauraceae	Ocotea holdridgeana	W.C. Burger	Ocotea holdridgeana	
Lauraceae	Ocotea insularis	(Meisn.) Mez	Ocotea insularis	
Lauraceae	Ocotea ira	Mez & Pittier	Ocotea insularis	everywhere
Lauraceae	Ocotea irazuensis	Lundell	Ocotea austinii	everywhere
Lauraceae	Ocotea jefensis	van der Werff	Ocotea jefensis	
Lauraceae	Ocotea jorge-escobarii	C. Nelson	Ocotea jorge-escobarii	
Lauraceae	Ocotea laetevirens	Standl. & Steyerm.	Ocotea laetevirens	
Lauraceae	Ocotea leucoxylon	(Sw.) Laness.	Ocotea leucoxylon	
Lauraceae	Ocotea macrophylla	Kunth	Ocotea macrophylla	
Lauraceae	Ocotea macropoda	(Kunth) Mez	Ocotea macropoda	
Lauraceae	Ocotea meziana	C.K. Allen	Ocotea meziana	
Lauraceae	Ocotea mollifolia	Mez & Pittier	Ocotea mollifolia	
Lauraceae	Ocotea nicaraguensis	Mez	Ocotea atirrensis	everywhere
Lauraceae	Ocotea oblonga	(Meisn.) Mez	Ocotea oblonga	
Lauraceae	Ocotea palmana	Mez & Donn. Sm.	Pleurothyrium palmanum	everywhere
Lauraceae	Ocotea paulii	C.K. Allen	Ocotea atirrensis	everywhere
Lauraceae	Ocotea pausiaca	Rohwer	Ocotea pausiaca	
Lauraceae	Ocotea pentagona	Mez	Ocotea atirrensis	everywhere
Lauraceae	Ocotea pharomachrosorum	Gómez-Laur.	Ocotea pharomachrosorum	
Lauraceae	Ocotea praetermissa	van der Werff	Ocotea praetermissa	
Lauraceae	Ocotea pseudopalmana	W.C. Burger	Ocotea pseudopalmana	
Lauraceae	Ocotea puberula	(Rich.) Nees	Ocotea puberula	
Lauraceae	Ocotea pullifolia	van der Werff	Ocotea pullifolia	
Lauraceae	Ocotea purpurea	(Mez) van der Werff	Ocotea purpurea	
Lauraceae	Ocotea pyramidata	S.F. Blake	Ocotea puberula	everywhere
Lauraceae	Ocotea pyrimidata	NA	Ocotea puberula	everywhere
Lauraceae	Ocotea rubriflora	Mez	Ocotea rubriflora	
Lauraceae	Ocotea rubrinervis	Mez	Ocotea rubrinervis	
Lauraceae	Ocotea sinuata	(Mez) Rohwer	Ocotea sinuata	
Lauraceae	Ocotea skutchii	C.K. Allen	Ocotea whitei	everywhere
Lauraceae	Ocotea stenoneura	Mez & Pittier	Ocotea stenoneura	
Lauraceae	Ocotea subsericea	Standl.	Ocotea leucoxylon	everywhere
Lauraceae	Ocotea tonduzii		Ocotea insularis	Panama only
Lauraceae	Ocotea valeriana	(Standl.) W.C. Burger	Ocotea valeriana	
Lauraceae	Ocotea valerioana	(Standl.) W.C. Burger	Ocotea valeriana	everywhere
Lauraceae	Ocotea valerioides	W.C. Burger	Ocotea valerioides	
Lauraceae	Ocotea veraguensis	(Meisn.) Mez	Ocotea veraguensis	
Lauraceae	Ocotea viridiflora	Lundell	Ocotea viridiflora	
Lauraceae	Ocotea wedeliana	C.K. Allen	Ocotea atirrensis	everywhere
Lauraceae	Ocotea whitei	Woodson	Ocotea whitei	
Arecaceae	Oenocarpus bataua	Mart.	Oenocarpus bataua	
Arecaceae	Oenocarpus mapora	H. Karst.	Oenocarpus mapora	
Arecaceae	Oenocarpus mapoura	NA	Oenocarpus mapora	everywhere
Arecaceae	Oenocarpus panamanus	L.H. Bailey	Oenocarpus mapora	everywhere
Moraceae	Olmedia aspera	Ruiz & Pav.	Trophis caucana	everywhere
Salicaceae	Oncoba laurina	(C. Presl) Eichler	Lindackeria laurina	everywhere
Asteraceae	Onoseris onoseroides	(Kunth) B.L. Rob.	Onoseris onoseroides	
Asteraceae	Onoseris silvatica	Greenm.	Onoseris silvatica	
Cactaceae	Opuntia elatior	Mill.	Opuntia elatior	
Rubiaceae	Oregandra panamensis	Standl.	Chione venosa	everywhere
Adoxaceae	Oreinotinus costaricanus	Oerst.	Viburnum costaricanum	everywhere
Adoxaceae	Oreinotinus stellato-tomentosus	Oerst.	Viburnum stellatotomentosum	everywhere
Juglandaceae	Oreomunnea mexicana	(Standl.) J.-F. Leroy	Oreomunnea mexicana	
Juglandaceae	Oreomunnea pterocarpa	Oerst.	Oreomunnea pterocarpa	
Araliaceae	Oreopanax capitatus	(Jacq.) Decne. & Planch.	Oreopanax capitatus	
Araliaceae	Oreopanax compactus	M.J. Cannon & Cannon	Oreopanax compactus	
Araliaceae	Oreopanax costaricensis	Marchal	Oreopanax costaricensis	
Araliaceae	Oreopanax latissimus	Cufod.	Oreopanax pycnocarpus	everywhere
Araliaceae	Oreopanax liebmannii	Marchal	Oreopanax capitatus	everywhere
Araliaceae	Oreopanax nicaraguensis	M.J. Cannon & Cannon	Oreopanax paramicola	Panama only
Araliaceae	Oreopanax nubigenus	Standl.	Oreopanax nubigenus	
Araliaceae	Oreopanax oerstedianus	Marchal	Oreopanax oerstedianus	
Araliaceae	Oreopanax paramicola	J.F. Morales & Idárraga	Oreopanax paramicola	
Araliaceae	Oreopanax pycnocarpus	Donn. Sm.	Oreopanax pycnocarpus	
Araliaceae	Oreopanax spathulatus	M.J. Cannon & Cannon	Oreopanax spathulatus	
Araliaceae	Oreopanax striatus	M.J. Cannon & Cannon	Oreopanax striatus	
Araliaceae	Oreopanax superoerstedianus	M.J. Cannon & Cannon	Oreopanax superoerstedianus	
Araliaceae	Oreopanax vestitus	A.C. Sm.	Oreopanax vestitus	
Araliaceae	Oreopanax xalapensis	(Kunth) Decne. & Planch.	Oreopanax xalapensis	
Fabaceae	Ormosia amazonica	Ducke	Ormosia amazonica	
Fabaceae	Ormosia coccinea	(Aubl.) Jacks.	Ormosia coccinea	
Fabaceae	Ormosia croatii	NA	Ormosia coccinea	everywhere
Fabaceae	Ormosia cruenta	Rudd	Ormosia cruenta	
Fabaceae	Ormosia macrocalyx	Ducke	Ormosia macrocalyx	
Fabaceae	Ormosia panamensis	Benth. ex Seem.	Ormosia panamensis	
Fabaceae	Ormosia paraensis	Ducke	Ormosia paraensis	
Fabaceae	Ormosia tovarensis	Pittier	Ormosia tovarensis	
Fabaceae	Ormosia velutina	Rudd	Ormosia velutina	
Rubiaceae	Osa pulchra	(D.R. Simpson) Aiello	Osa pulchra	
Melastomataceae	Ossaea asplundii	NA	Miconia alboglandulosa	everywhere
Melastomataceae	Ossaea bracteata	Triana	Miconia bractiflora	everywhere
Melastomataceae	Ossaea brenesii	Standl.	Miconia albertobrenesii	everywhere
Melastomataceae	Ossaea laxivenula	Wurdack	Miconia laxivenula	everywhere
Melastomataceae	Ossaea macrophylla	(Benth.) Cogn.	Miconia solearis	everywhere
Melastomataceae	Ossaea micrantha	(Sw.) Macfad. ex Cogn.	Miconia neomicrantha	everywhere
Melastomataceae	Ossaea quinquenervia	(Mill.) Cogn.	Miconia quinquenervia	everywhere
Melastomataceae	Ossaea robusta	(Triana) Cogn.	Miconia variabilis	everywhere
Melastomataceae	Ossaea spicata	Gleason	Miconia spiciformis	everywhere
Melastomataceae	Ossaea trichocalyx	Pittier	Miconia septuplinervia	everywhere
Myristicaceae	Osteophloeum platyspermum	(Spruce ex A. DC.) Warb.	Osteophloeum platyspermum	
Myristicaceae	Otoba acuminata	(Standl.) A.H. Gentry	Otoba acuminata	
Myristicaceae	Otoba latialata	(Pittier) A.H. Gentry	Otoba latialata	
Myristicaceae	Otoba novogranatensis	Moldenke	Otoba novogranatensis	
Myristicaceae	Otoba parvifolia	(Markgr.) A.H. Gentry	Otoba parvifolia	
Ochnaceae	Ouratea cocleensis	Dwyer	Ouratea prominens	everywhere
Ochnaceae	Ouratea darienensis	Whitef.	Ouratea darienensis	
Ochnaceae	Ouratea flexipedicellata	Dwyer	Ouratea flexipedicellata	
Ochnaceae	Ouratea jefensis	Whitef.	Ouratea jefensis	
Ochnaceae	Ouratea knappiae	Whitef.	Ouratea knappiae	
Ochnaceae	Ouratea lucens	(Kunth) Engl.	Ouratea lucens	
Ochnaceae	Ouratea mexicana	(Bonpl.) Engl.	Ouratea mexicana	
Ochnaceae	Ouratea nitida	(Sw.) Engl.	Ouratea nitida	
Ochnaceae	Ouratea oblita	L. Riley	Ouratea oblita	
Ochnaceae	Ouratea prominens	Dwyer	Ouratea prominens	
Ochnaceae	Ouratea rinconensis	Whitef.	Ouratea rinconensis	
Ochnaceae	Ouratea stenobasis	Whitef.	Ouratea stenobasis	
Ochnaceae	Ouratea sulcatinervia	Whitef.	Ouratea sulcatinervia	
Ochnaceae	Ouratea tristis	Whitef.	Ouratea tristis	
Ochnaceae	Ouratea valerii	Standl.	Ouratea valerii	
Ochnaceae	Ouratea valerioi	Standl.	Ouratea valerii	everywhere
Annonaceae	Oxandra longipetala	R.E. Fr.	Oxandra longipetala	
Annonaceae	Oxandra panamensis	R.E. Fr.	Oxandra panamensis	
Annonaceae	Oxandra venezuelana	R.E. Fr.	Oxandra venezuelana	
Asteraceae	Oyedaea verbesinoides	DC.	Oyedaea verbesinoides	
Malvaceae	Pachira aquatica	Aubl.	Pachira aquatica	
Malvaceae	Pachira barrigon	Seem.	Pseudobombax septenatum	everywhere
Malvaceae	Pachira quinata	(Jacq.) W.S. Alverson	Pochota quinata	everywhere
Malvaceae	Pachira sessilis	Benth.	Pachira sessilis	
Malvaceae	Pachira villosula	Pittier	Pachira aquatica	everywhere
Rubiaceae	Palicourea acetosoides	Wernham	Palicourea acetosoides	
Rubiaceae	Palicourea acuminata	(Benth.) Borhidi	Palicourea acuminata	
Rubiaceae	Palicourea adusta	Standl.	Palicourea adusta	
Rubiaceae	Palicourea alajuelensis	C.M. Taylor	Palicourea alajuelensis	
Rubiaceae	Palicourea allenii	(Standl.) Borhidi	Palicourea allenii	
Rubiaceae	Palicourea angustiflora	(K. Krause) Borhidi	Palicourea angustiflora	
Rubiaceae	Palicourea angustifolia	Kunth	Palicourea angustifolia	
Rubiaceae	Palicourea axillaris	(Sw.) Borhidi	Palicourea axillaris	
Rubiaceae	Palicourea bella	(Standl.) Dwyer	Palicourea bella	
Rubiaceae	Palicourea berteroana	(DC.) Borhidi	Palicourea berteroana	
Rubiaceae	Palicourea boraginoides	(Dwyer) C.M. Taylor	Palicourea boraginoides	
Rubiaceae	Palicourea brachiata	(Sw.) Borhidi	Palicourea brachiata	
Rubiaceae	Palicourea buchtienii	Standl.	Palicourea buchtienii	
Rubiaceae	Palicourea caerulea	(Ruiz & Pav.) Schult.	Palicourea caerulea	
Rubiaceae	Palicourea calidicola	(C.M. Taylor) C.M. Taylor	Palicourea calidicola	
Rubiaceae	Palicourea capitata	(Ruiz & Pav.) Borhidi	Palicourea violacea	everywhere
Rubiaceae	Palicourea carnosocarpa	(Dwyer & M.V. Hayden) C.M. Taylor	Palicourea carnosocarpa	
Rubiaceae	Palicourea carpirostrata	Dwyer	Palicourea ochnoides	everywhere
Rubiaceae	Palicourea chiriquina	Standl.	Palicourea chiriquina	
Rubiaceae	Palicourea cooperi	(Standl.) Borhidi	Palicourea pseudaxillaris	everywhere
Rubiaceae	Palicourea copensis	(Dwyer) C.M. Taylor	Palicourea seemannii	everywhere
Rubiaceae	Palicourea correae	(Dwyer & M.V. Hayden) Borhidi	Palicourea correae	
Rubiaceae	Palicourea costaricensis	Benth.	Palicourea padifolia	everywhere
Rubiaceae	Palicourea crocea	(Sw.) Roem. & Schult.	Palicourea crocea	
Rubiaceae	Palicourea cuspidata	NA	Palicourea acuminata	everywhere
Rubiaceae	Palicourea cyanococca	(Seem. ex Dombrain) Borhidi	Palicourea cyanococca	
Rubiaceae	Palicourea deflexa	(DC.) Borhidi	Palicourea deflexa	
Rubiaceae	Palicourea deneversii	(C.M. Taylor) Borhidi	Palicourea deneversii	
Rubiaceae	Palicourea discolor	K. Krause	Palicourea discolor	
Rubiaceae	Palicourea elata	(Sw.) Borhidi	Palicourea elata	
Rubiaceae	Palicourea eurycarpa	(Standl.) C.M. Taylor 	Palicourea eurycarpa	
Rubiaceae	Palicourea gaitalensis	(C.M. Taylor) Borhidi	Palicourea gaitalensis	
Rubiaceae	Palicourea galeottiana	M. Martens	Palicourea galeottiana	
Rubiaceae	Palicourea garciae	Standl.	Palicourea garciae	
Rubiaceae	Palicourea gibbosa	NA	Palicourea pyramidalis	everywhere
Rubiaceae	Palicourea glomerulata	(Donn. Sm.) Borhidi	Palicourea glomerulata	
Rubiaceae	Palicourea goldmanii	(Standl.) Borhidi	Palicourea goldmanii	
Rubiaceae	Palicourea gomezii	C.M. Taylor	Palicourea gomezii	
Rubiaceae	Palicourea gracilenta	(Müll. Arg.) Borhidi	Palicourea gracilenta	
Rubiaceae	Palicourea grandibracteata	Dwyer	Palicourea ochnoides	everywhere
Rubiaceae	Palicourea guianensis	Aubl.	Palicourea guianensis	
Rubiaceae	Palicourea hammelii	C.M. Taylor	Palicourea hammelii	
Rubiaceae	Palicourea hazenii	(Standl.) Borhidi	Palicourea hazenii	
Rubiaceae	Palicourea hoffmannseggiana	(Willd. ex Roem. & Schult.) Borhidi	Palicourea hoffmannseggiana	
Rubiaceae	Palicourea hondensis	(Standl.) C.M. Taylor	Palicourea hondensis	
Rubiaceae	Palicourea horquetensis	(Dwyer & Hayden) A. C. Berger & C. M. Taylor	Palicourea horquetensis	
Rubiaceae	Palicourea lancifera	Standl. & L.O. Williams	Palicourea lancifera	
Rubiaceae	Palicourea lasiorrhachis	Oerst.	Palicourea lasiorrhachis	
Rubiaceae	Palicourea longibracteata	Bartl. ex DC.	Palicourea triphylla	everywhere
Rubiaceae	Palicourea longicuspis	(Müll. Arg.) Borhidi	Palicourea longicuspis	
Rubiaceae	Palicourea longiinvolucrata	A.C. Berger	Palicourea longiinvolucrata	
Rubiaceae	Palicourea longirostris	(Rusby) Borhidi	Palicourea longirostris	
Rubiaceae	Palicourea luxurians	(Rusby) Borhidi	Palicourea luxurians	
Rubiaceae	Palicourea macrosepala	K. Krause	Palicourea discolor	everywhere
Rubiaceae	Palicourea mexicana	Benth.	Palicourea padifolia	everywhere
Rubiaceae	Palicourea microbotrys	(Ruiz ex Standl.) Borhidi	Palicourea microbotrys	
Rubiaceae	Palicourea molliramis	K. Schum. & K. Krause	Palicourea molliramis	
Rubiaceae	Palicourea montensis	Dwyer	Palicourea montensis	
Rubiaceae	Palicourea mortoniana	(Standl.) Borhidi	Palicourea mortoniana	
Rubiaceae	Palicourea muscosa	(Jacq.) Steyerm.	Palicourea muscosa	
Rubiaceae	Palicourea nebulosa	(Dwyer) C.M. Taylor	Palicourea horquetensis	everywhere
Rubiaceae	Palicourea ochnoides	Dwyer	Palicourea ochnoides	
Rubiaceae	Palicourea orosiana	C.M. Taylor	Palicourea orosiana	
Rubiaceae	Palicourea ovalis	Standl.	Palicourea ovalis	
Rubiaceae	Palicourea padifolia	(Willd. ex Roem. & Schult.) C.M. Taylor & Lorence	Palicourea padifolia	
Rubiaceae	Palicourea panamensis	Standl.	Palicourea discolor	everywhere
Rubiaceae	Palicourea paniculata	(L. f.) P.L.R. Moraes & C.M. Taylor	Palicourea paniculata	
Rubiaceae	Palicourea paradichroa	(C.M. Taylor) Borhidi	Palicourea paradichroa	
Rubiaceae	Palicourea parviflora	Benth.	Palicourea triphylla	everywhere
Rubiaceae	Palicourea pendula	C.M. Taylor	Palicourea pendula	
Rubiaceae	Palicourea pereziana	C.M. Taylor	Palicourea pereziana	
Rubiaceae	Palicourea pilosa	(Ruiz et Pav.) Borhidi	Palicourea pilosa	
Rubiaceae	Palicourea platypoda	(DC.) Borhidi	Palicourea platypoda	
Rubiaceae	Palicourea pseudaxillaris	(Wernham) C.M. Taylor	Palicourea pseudaxillaris	
Rubiaceae	Palicourea psychotrioides	(C.M. Taylor & Hammel) C.M. Taylor	Palicourea psychotrioides	
Rubiaceae	Palicourea pubescens	(Sw.) Borhidi	Palicourea pubescens	
Rubiaceae	Palicourea purpurea	C.M. Taylor	Palicourea purpurea	
Rubiaceae	Palicourea pyramidalis	Standl.	Palicourea pyramidalis	
Rubiaceae	Palicourea racemosa	(Aubl.) Borhidi	Palicourea racemosa	
Rubiaceae	Palicourea recordiana	(Standl.) Borhidi	Palicourea recordiana	
Rubiaceae	Palicourea rigidifolia	(Dwyer & M.V. Hayden) Dwyer	Palicourea rigidifolia	
Rubiaceae	Palicourea roseocremea	(Dwyer) C.M. Taylor	Palicourea roseocremea	
Rubiaceae	Palicourea roseofaucis	C.M. Taylor	Palicourea roseofaucis	
Rubiaceae	Palicourea salicifolia	Standl.	Palicourea salicifolia	
Rubiaceae	Palicourea sanblasensis	(C.M. Taylor) Borhidi	Palicourea sanblasensis	
Rubiaceae	Palicourea schunkei	(C.M. Taylor) C.M. Taylor	Palicourea schunkei	
Rubiaceae	Palicourea seemannii	Standl.	Palicourea seemannii	
Rubiaceae	Palicourea simiarum	(Standl.) Borhidi	Palicourea simiarum	
Rubiaceae	Palicourea soejartoi	(C.M. Taylor) C.M. Taylor	Palicourea soejartoi	
Rubiaceae	Palicourea solitudinum	(Standl.) Borhidi	Palicourea solitudinum	
Rubiaceae	Palicourea standleyana	C.M. Taylor	Palicourea standleyana	
Rubiaceae	Palicourea suerrensis	(Donn.-Sm.) Borhidi	Palicourea suerrensis	
Rubiaceae	Palicourea tacarcunensis	(Dwyer) C.M. Taylor	Palicourea tacarcunensis	
Rubiaceae	Palicourea tetragona	(Donn. Sm.) C.M. Taylor & Lorence	Palicourea tetragona	
Rubiaceae	Palicourea tomentosa	(Aubl.) Borhidi	Palicourea tomentosa	
Rubiaceae	Palicourea torresiana	(Standl.) Borhidi	Palicourea torresiana	
Rubiaceae	Palicourea triphylla	DC.	Palicourea triphylla	
Rubiaceae	Palicourea tsakiana	(C.M. Taylor) C.M. Taylor	Palicourea tsakiana	
Rubiaceae	Palicourea tubuliflora	Dwyer	Palicourea tubuliflora	
Rubiaceae	Palicourea tumidonodosa	Dwyer	Palicourea tumidonodosa	
Rubiaceae	Palicourea tutensis	(Dwyer) C.M. Taylor	Palicourea tutensis	
Rubiaceae	Palicourea umbelliformis	(Dwyer & M.V. Hayden) C.M. Taylor	Palicourea umbelliformis	
Rubiaceae	Palicourea valeriana	(Standl.) C.M. Taylor	Palicourea valeriana	
Rubiaceae	Palicourea veraguensis	Dwyer	Palicourea lasiorrhachis	everywhere
Rubiaceae	Palicourea vestita	Standl.	Palicourea vestita	
Rubiaceae	Palicourea violacea	(Aubl.) A. Rich.	Palicourea violacea	
Rubiaceae	Palicourea winkleri	Borhidi	Palicourea winkleri	
Proteaceae	Panopsis costaricensis	Standl.	Panopsis costaricensis	
Proteaceae	Panopsis macrocarpa	K.S. Edwards & R.T. Penn.	Panopsis macrocarpa	
Proteaceae	Panopsis mucronata	NA	Panopsis suaveolens	everywhere
Proteaceae	Panopsis polystachya	(Kunth) Kuntze	Panopsis polystachya	
Proteaceae	Panopsis suaveolens	(Klotzsch) Pittier	Panopsis suaveolens	
Proteaceae	Panopsis yolombo	(Posada-Ar.) Killip	Panopsis yolombo	
Fabaceae	Paramachaerium gruberi	Brizicky	Paramachaerium gruberi	
Primulaceae	Parathesis amplifolia	Lundell	Parathesis amplifolia	
Primulaceae	Parathesis bicolor	Lundell	Parathesis amplifolia	everywhere
Primulaceae	Parathesis croatii	Lundell	Parathesis croatii	
Primulaceae	Parathesis fusca	(Oerst.) Mez	Parathesis fusca	
Primulaceae	Parathesis glaberrima	Lundell	Parathesis glaberrima	
Primulaceae	Parathesis glabra	Donn. Sm.	Parathesis glabra	
Primulaceae	Parathesis kallunkiae	Lundell	Parathesis glabra	everywhere
Primulaceae	Parathesis microcalyx	Donn. Sm.	Parathesis microcalyx	
Primulaceae	Parathesis montana	Lundell	Parathesis montana	
Primulaceae	Parathesis panamensis	Lundell	Parathesis panamensis	
Primulaceae	Parathesis seibertii	Lundell	Parathesis seibertii	
Primulaceae	Parathesis tenuifolia	Lundell	Parathesis panamensis	everywhere
Chrysobalanaceae	Parinari chocoensis	Prance	Parinari chocoensis	
Chrysobalanaceae	Parinari parvifolia	Sandwith	Parinari parvifolia	
Fabaceae	Parkia nitida	Miq.	Parkia nitida	
Fabaceae	Parkia pendula	(Willd.) Benth. ex Walp.	Parkia pendula	
Fabaceae	Parkinsonia aculeata	L.	Parkinsonia aculeata	
Bignoniaceae	Parmentiera cereifera	Seem.	Parmentiera cereifera	
Bignoniaceae	Parmentiera dressleri	A.H. Gentry	Parmentiera dressleri	
