sp4,sp6,family,genus,species,deciduous,oldname,climber,free,liana,vine,shrub,understory,midstory,tree,herb,epiphyte,hemiepiphyte,parasite
NA,ENDLBR,Lauraceae,Endlicheria,browniana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ENTM,ENTAMO,Fabaceae,Entada,gigas,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
ADEP,ADE4PO,Fabaceae,Entadopsis,polystachya,E,Adenopodia-polystachya,1,0,1,0,0,0,0,0,0,0,0,0
ENTC,ENTECY,Fabaceae-Mimosoideae,Enterolobium,cyclocarpum,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0
ENTS,ENTESC,Fabaceae-Mimosoideae,Enterolobium,schomburgkii,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
EPCO,NA,Orchidaceae,Epidendrum,coronatum,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
EPDE,NA,Orchidaceae,Epidendrum,decipiens,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
EPIM,NA,Orchidaceae,Epidendrum,flexuosum,E,Epidendrum-imatophyllum,NA,NA,0,0,0,0,0,0,0,1,0,0
EPRA,NA,Orchidaceae,Epidendrum,radicans,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
EPPR,NA,Cactaceae,Epiphyllum,phyllanthus,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,ERBLOD,Turneraceae,Erblichia,odorata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ERISBL,Vochysiaceae,Erisma,blancoa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ERYC,ERY1CO,Fabaceae-Papilionoideae,Erythrina,costaricensis,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,ERY1FU,Fabaceae-Papilionoideae,Erythrina,fusca,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ERY1GI,Fabaceae-Papilionoideae,Erythrina,gibbosa,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ERY1PO,Fabaceae-Papilionoideae,Erythrina,poeppigiana,?,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,ERY1RU,Fabaceae-Papilionoideae,Erythrina,rubrinervia,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ERY3SU,Fabaceae-Papilionoideae,Erythrophleum,suaveolens,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ERY2CI,Erythroxylaceae,Erythroxylum,citrifolium,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ERYM,ERY2MA,Erythroxylaceae,Erythroxylum,macrophyllum,E,Erythroxylum-multiflorum,0,1,0,0,1,0,0,0,0,0,0,0
ERYP,ERY2PA,Erythroxylaceae,Erythroxylum,panamense,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,ERY22,Erythroxylaceae,Erythroxylum,parita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESCHAN,Lecythidaceae,Eschweilera,aff.angustifolia,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCHAM,Lecythidaceae,Eschweilera,amplexifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCHCA,Lecythidaceae,Eschweilera,calyculata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCHJA,Lecythidaceae,Eschweilera,jacquelyniae,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCHPA,Lecythidaceae,Eschweilera,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ESCP,NA,Lecythidaceae,Eschweilera,pittieri,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,ESCHPI,Lecythidaceae,Eschweilera,pittieri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCHSE,Lecythidaceae,Eschweilera,sessilis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ESCH3,Lecythidaceae,Eschweilera,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESCH6,Lecythidaceae,Eschweilera,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESCH7,Lecythidaceae,Eschweilera,sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESCH8,Lecythidaceae,Eschweilera,sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESENPA,Rutaceae,Esenbeckia,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,EUGEAU,Myrtaceae,Eugenia,austin-smithii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
EUGC,EUGECO,Myrtaceae,Eugenia,coloradoensis,E,Eugenia-coloradensis,0,1,0,0,0,1,0,0,0,0,0,0
NA,EUGECR,Myrtaceae,Eugenia,cricamolensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
EUGG,EUGEGA,Myrtaceae,Eugenia,galalonensis,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,EUGESA,Myrtaceae,Eugenia,hiraeifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
EUGN,EUGENE,Myrtaceae,Eugenia,nesiotica,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
EUG1,EUGEOC,Myrtaceae,Eugenia,octopleura,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
EUGO,EUGEOE,Myrtaceae,Eugenia,oerstediana,E,Eugenia-oerstedeana,0,1,0,0,0,1,0,0,0,0,0,0
EUGP,EUGEPR,Myrtaceae,Eugenia,principium,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,EUGE10,Myrtaceae,Eugenia,sp.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE13,Myrtaceae,Eugenia,sp.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE16,Myrtaceae,Eugenia,sp.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE18,Myrtaceae,Eugenia,sp.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE19,Myrtaceae,Eugenia,sp.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE20,Myrtaceae,Eugenia,sp.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE22,Myrtaceae,Eugenia,sp.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE24,Myrtaceae,Eugenia,sp.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE26,Myrtaceae,Eugenia,sp.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE27,Myrtaceae,Eugenia,sp.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE5,Myrtaceae,Eugenia,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE6,Myrtaceae,Eugenia,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE7,Myrtaceae,Eugenia,sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE8,Myrtaceae,Eugenia,sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,EUGE9,Myrtaceae,Eugenia,sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUGU,NA,Myrtaceae,Eugenia,uniflora,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
EUGV,EUGEVE,Myrtaceae,Eugenia,venezuelensis,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,EUPHEL,Euphorbiaceae,Euphorbia,elata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
EUTP,EUTEPR,Arecaceae,Euterpe,precatoria,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,EXOSME,Rubiaceae,Exostema,mexicanum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARA2,Rubiaceae,Faramea,coba,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARAEU,Rubiaceae,Faramea,eurycarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARAJE,Rubiaceae,Faramea,jefensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
FARL,FARALU,Rubiaceae,Faramea,luteovirens,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,FARAMU,Rubiaceae,Faramea,multiflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
FARO,FARAOC,Rubiaceae,Faramea,occidentalis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,FARAP2,Rubiaceae,Faramea,papillata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARAP1,Rubiaceae,Faramea,papirifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARAPA,Rubiaceae,Faramea,parvibractea,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FARA1,Rubiaceae,Faramea,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FARASU,Rubiaceae,Faramea,suerrensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FERDPA,Rubiaceae,Ferdinandusa,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
FEVC,FEVICO,Cucurbitaceae,Fevillea,cordifolia,DB,NA,1,0,0,1,0,0,0,0,0,0,0,0
FIP1,FICUAM,Moraceae,Ficus,americana,DB,Ficus-perforata,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,FICUP1,Moraceae,Ficus,apollinaris,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FICUBE,Moraceae,Ficus,benjamina,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICUBR,Moraceae,Ficus,brevibracteata,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
FIBU,FICUBU,Moraceae,Ficus,matiziana,DB,Ficus-bullenei,NA,NA,0,0,0,0,0,0,0,0,1,0
FICI,FICUCI,Moraceae,Ficus,citrifolia,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIC1,FICUC1,Moraceae,Ficus,colubrinae,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIC2,FICUC2,Moraceae,Ficus,costaricana,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIDU,FICUDU,Moraceae,Ficus,dugandii,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIIN,FICUIN,Moraceae,Ficus,insipida,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
FIMA,FICUMA,Moraceae,Ficus,maxima,DB,NA,0,1,0,0,0,0,1,0,0,0,0,0
FINY,FICUNY,Moraceae,Ficus,nymphaeifolia,DB,NA,0,1,0,0,0,0,1,0,0,0,0,0
FIOB,FICUOB,Moraceae,Ficus,obtusifolia,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIPA,FICUPA,Moraceae,Ficus,paraensis,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIP2,FICUPE,Moraceae,Ficus,pertusa,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
FIPO,FICUPO,Moraceae,Ficus,popenoei,DB,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,FICU10,Moraceae,Ficus,sp.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU11,Moraceae,Ficus,sp.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU12,Moraceae,Ficus,sp.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU13,Moraceae,Ficus,sp.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU3,Moraceae,Ficus,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU4,Moraceae,Ficus,sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU5,Moraceae,Ficus,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU6,Moraceae,Ficus,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU8,Moraceae,Ficus,sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FICU9,Moraceae,Ficus,sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FITO,FICUTO,Moraceae,Ficus,tonduzii,DB,NA,0,1,0,0,0,1,0,0,0,0,0,0
FITR,FICUTR,Moraceae,Ficus,crocata,DB,Ficus-trigonata,NA,NA,0,0,0,0,0,0,0,0,1,0
FIYO,FICUYO,Moraceae,Ficus,yoponensis,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
FISB,NA,Asclepiadaceae,Fischeria,billbergiana,?,Fischeria-funebris;-Fisheria-blepharopetala,1,0,0,1,0,0,0,0,0,0,0,0
FISF,FISCBL,Asclepiadaceae,Fischeria,blepharopetala,E,Fischeria-funebris;-Fisheria-blepharopetala,1,0,0,1,0,0,0,0,0,0,0,0
NA,FISCFU,Asclepiadaceae,Fischeria,funebris,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIS1,FISSFE,Fabaceae-Papilionoideae,Fissicalyx,fendleri,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,FLACJA,Flacourtiaceae,Flacourtia,jangomas,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FLEMST,Fabaceae-Papilionoideae,Flemingia,strobilifera,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
FORM,FORSMY,Apocynaceae,Forsteronia,myriantha,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
FORP,FORSPE,Apocynaceae,Forsteronia,peninsularis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
FORS,FORSSP,Apocynaceae,Forsteronia,spicata,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
FORV,FORSVI,Apocynaceae,Forsteronia,viridescens,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,FREZCA,Theaceae,Freziera,calophylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,FUCHPA,Onagraceae,Fuchsia,paniculata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FUSIMI,Violaceae,Fusispermum,minutiflorum,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GALIPA,Rutaceae,Galipea,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GARN,NA,Euphorbiaceae,Garcia,nutans,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
RHEE,GAR2IN,Clusiaceae,Garcinia,recondita,E,Rheedia-edulis;-Garcinia-intermedia,0,1,0,0,0,0,0,1,0,0,0,0
RHEA,GAR2MA,Clusiaceae,Garcinia,madruno,E,Rheedia-acuminata,0,1,0,0,0,0,0,1,0,0,0,0
NA,GAR2M1,Clusiaceae,Garcinia,magnifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GAR21,Clusiaceae,Garcinia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENA,GENIAM,Rubiaceae,Genipa,americana,DF,NA,0,1,0,0,0,0,0,1,0,0,0,0
GEO2,GEONCO,Arecaceae,Geonoma,congesta,E,GEO2,0,1,0,0,0,1,0,0,0,0,0,0
GEOC,GEONCU,Arecaceae,Geonoma,cuneata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
GEOP,NA,Arecaceae,Geonoma,cuneata,E,variety procumbens,0,1,0,0,1,0,0,0,0,0,0,0
NA,GEONDE,Arecaceae,Geonoma,deversa,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
GEOI,GEONIN,Arecaceae,Geonoma,interrupta,E,Geonoma-oxycarpa,0,1,0,0,0,1,0,0,0,0,0,0
GEOR,NA,Rubiaceae,Geophila,repens,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,GLIRSE,Fabaceae-Papilionoideae,Gliricidia,sepium,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GLOEBL,Violaceae,Gloeospermum,blakeanum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GLOEEN,Violaceae,Gloeospermum,eneidense,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GLOESP,Violaceae,Gloeospermum,sphaerocarpum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GMELAR,Verbenaceae,Gmelina,arborea,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
GNEL,GNETLE,Gnetaceae,Gnetum,leyboldii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,GODMAE,Bignoniaceae,Godmania,aesculifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GONA,NA,Asclepiadaceae,Gonolobus,albomarginatus,E,Gonolobus-allenii,1,0,0,1,0,0,0,0,0,0,0,0
NA,GONZPA,Rubiaceae,Gonzalagunia,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GONZRU,Rubiaceae,Gonzalagunia,rudis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GONZ1,Rubiaceae,Gonzalagunia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GORDBR,Theaceae,Gordonia,brandegeei,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LAPLFR,Theaceae,Gordonia,fruticosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GOSSBA,Malvaceae,Gossypium,barbadense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GOUA,GOUAAD,Rhamnaceae,Gouania,adenophera,E,Gouania-adenophora,1,0,1,0,0,0,0,0,0,0,0,0
GOUC,GOUACO,Rhamnaceae,Gouania,colombiana,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
GOUL,GOUALU,Rhamnaceae,Gouania,lupuloides,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
GOUP,GOUAPO,Rhamnaceae,Gouania,polygama,E,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,GRAFGA,Melastomataceae,Graffenrieda,galeottii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GRIF,GRIACA,Lecythidaceae,Grias,cauliflora,E,Grias-fendleri,0,1,0,0,0,0,0,1,0,0,0,0
BAMA,NA,Poaceae,Guadua,amplexifolia,E,Bambusa-amplexifolia,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,NYC1,Nyctaginaceae,Guapira,campochagres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUAC,NA,Nyctaginaceae,Guapira,costaricana,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,GUAPCO,Nyctaginaceae,Guapira,costaricana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUAS,GUAPST,Nyctaginaceae,Guapira,standleyana,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,GUAR9,Meliaceae,Guarea,arbusto,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUA3,GUARSP,Meliaceae,Guarea,bullata,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,GUARGL,Meliaceae,Guarea,glabra,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUA1,GUARGR,Meliaceae,Guarea,grandifolia,E,Guarea-multiflora,0,1,0,0,0,0,0,1,0,0,0,0
GUA2,GUARGU,Meliaceae,Guarea,guidonia,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
GUAK,GUARKU,Meliaceae,Guarea,kunthiana,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,GUARMA,Meliaceae,Guarea,macropetala,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUARM1,Meliaceae,Guarea,macrophylla,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUAP,NA,Meliaceae,Guarea,polygama,?,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,GUARPT,Meliaceae,Guarea,pterorhachis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUARRH,Meliaceae,Guarea,rhopalocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUAR2,Meliaceae,Guarea,sherman,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUAR1,Meliaceae,Guarea,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUAR4,Meliaceae,Guarea,sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUAR6,Meliaceae,Guarea,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUAR8,Meliaceae,Guarea,sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUARTE,Meliaceae,Guarea,ternifoliola,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUATAB,Annonaceae,Guatteria,aberrans,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUATA1,Annonaceae,Guatteria,alata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUATAL,Annonaceae,Guatteria,allenii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUAA,GUATAM,Annonaceae,Guatteria,amplifolia,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,GUATIN,Annonaceae,Guatteria,diospyroides,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUATDO,Annonaceae,Guatteria,dolichopoda,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUAD,GUATDU,Annonaceae,Guatteria,lucens,E,Guatteria-dumetorum,0,1,0,0,0,0,0,1,0,0,0,0
NA,GUAT3,Annonaceae,Guatteria,flor_roja,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,GUATJE,Annonaceae,Guatteria,jefensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUATRE,Annonaceae,Guatteria,recurvisepala,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUATSE,Annonaceae,Guatteria,sessilicarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUA5,GUAT5,Annonaceae,Guatteria,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUAT7,Annonaceae,Guatteria,sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUAU,GUAZUL,Sterculiaceae,Guazuma,ulmifolia,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,GUETCR,Rubiaceae,Guettarda,crispiflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUEF,GUETFO,Rubiaceae,Guettarda,foliacea,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,GUETOD,Rubiaceae,Guettarda,odorata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUETRA,Rubiaceae,Guettarda,ramuliflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GURC,GURACO,Cucurbitaceae,Gurania,coccinea,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
GUR1,GURAMA,Cucurbitaceae,Gurania,makoyana,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
GUR2,GURATU,Cucurbitaceae,Gurania,tubulosa,?,Gurania-megistantha,1,0,0,1,0,0,0,0,0,0,0,0
NA,GUSTDU,Lecythidaceae,Gustavia,dubia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
GUSF,GUSTFO,Lecythidaceae,Gustavia,fosteri,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,GUSTGR,Lecythidaceae,Gustavia,grandibracteata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,GUSTHE,Lecythidaceae,Gustavia,hexapetala,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUSTNA,Lecythidaceae,Gustavia,nana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GUST1,Lecythidaceae,Gustavia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUSS,GUSTSU,Lecythidaceae,Gustavia,superba,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
GUZL,NA,Bromeliaceae,Guzmania,lingulata,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
GUZM,NA,Bromeliaceae,Guzmania,monostachia,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,GYRADA,Bombacaceae,Gyranthera,darienensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,GYROAM,Hernandiaceae,Gyrocarpus,americanus,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM1,HAMEAX,Rubiaceae,Hamelia,axillaris,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,HAMEMA,Rubiaceae,Hamelia,macrantha,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HAMP,HAMEPA,Rubiaceae,Hamelia,patens,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,HAMESA,Rubiaceae,Hamelia,sanguinea,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM2,HAMPAP,Malvaceae,Hampea,appendiculata,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,HAMPMI,Malvaceae,Hampea,micrantha,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
TABG,TAB1GU,Bignoniaceae,Handroanthus,guayacan,DO,NA,0,1,0,0,0,0,0,1,0,0,0,0
HASF,HASSFL,Flacourtiaceae,Hasseltia,floribunda,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,HEDYBO,Chloranthaceae,Hedyosmum,bonplandianum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HEDYCO,Chloranthaceae,Hedyosmum,costaricense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HEDYME,Chloranthaceae,Hedyosmum,mexicanum,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,HEDYSC,Chloranthaceae,Hedyosmum,scaberrimum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HEIA,HEISAC,Olacaceae,Heisteria,acuminata,E,Heisteria-longipes,0,1,0,0,0,0,0,1,0,0,0,0
HEIC,HEISCO,Olacaceae,Heisteria,concinna,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
HEI2,HEISC1,Olacaceae,Heisteria,costaricensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HEISMA,Olacaceae,Heisteria,macrophylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
